compound_id	notebook_ref	source	regno	status	comment	mismatch_category	notes	registered_smiles	supplier_smiles
CBK224691	EE5563531	chem_reg	4039308	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		Cc1cc(C)c2cc(C(=O)Nc3ccccc3)[nH]c2c1	Cc1cc(C)c2cc(C(=O)NC3CCCCC3)[nH]c2c1
CBK227670	EE5563193	chem_reg	4038970	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		O=C(Nc1cccc2[nH]ccc12)C1CCCCC1	O=C(Nc1cccc2[nH]ccc12)c1ccccc1
CBK228517	EH8331126	chem_reg	4052400	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		O=C(Nc1ccccc1)c1ccccc1	O=C(NC1CCCCC1)c1ccccc1
CBK234254	EE5532038	chem_reg	4015825	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		CC1=NS(=O)(=O)N=C(C)C1CCC(=O)NCc1ccc(NC(=O)c2ccco2)cc1	CC1=NS(=O)(=O)NC(C)=C1CCC(=O)NCc1ccc(NC(=O)c2ccco2)cc1
CBK237839	EE5510664	chem_reg	4009448	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		NC(=O)c1cc(C(O)Nc2nc(CN3CCCC3)cs2)nn1-c1ccc(F)cc1	NC(=O)C1CC(C(=O)Nc2nc(CN3CCCC3)cs2)=NN1c1ccc(F)cc1
CBK241160	EE5508685	chem_reg	4001477	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		O=C(CN1CCN(Cc2ccc3c(c2)CCO3)CC1)N(c1ccccc1)C1CCS(=O)(=O)C1	O=C(CN1CCN(Cc2ccc3c(c2)CCO3)CC1)N(C1CCCCC1)C1CCS(=O)(=O)C1
CBK244362	DT9086732	chem_reg	3987521	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		Cc1cc(CN(C)C(=O)NCc2ccco2)no1	Cc1cc(CN(C)C(=O)NCC2CCCO2)no1
CBK245386	DT9080109	chem_reg	3985899	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		Cn1nc(C(O)NCc2ccccc2Cl)ccc1=O	CN1N=C(C(=O)NCc2ccccc2Cl)CCC1=O
CBK245499	DT9094073	chem_reg	3997860	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		O=S1(=O)CCC(NS(=O)(=O)Cc2ccccc2)C1	O=S1(=O)CCC(NS(=O)(=O)CC2CCCCC2)C1
CBK245544	DT9091872	chem_reg	3996661	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		COc1ccc(CN(C)C(=O)c2ccn(C)c(=O)c2)c(OC)c1	COc1ccc(CN(C)C(=O)C2CCN(C)C(=O)C2)c(OC)c1
CBK245951	EE5525267	chem_reg	4013057	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		CS(=O)(=O)NCC1CCCN(C(=O)C2CCCO2)C1	CS(=O)(=O)NCC1CCCN(C(=O)c2ccco2)C1
CBK247064	EE5505926	chem_reg	4006713	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		O=C(NCc1ccoc1)NCc1ccoc1	O=C(NCc1ccoc1)NCC1CCOC1
CBK247089	DT9069383	chem_reg	3966183	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		Cc1cc(CN(C)C(=O)NCc2ccoc2)no1	Cc1cc(CN(C)C(=O)NCC2CCOC2)no1
CBK248418	DT9044646	chem_reg	3944333	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		O=C(NCCC1=CCCCC1)Nc1ccccc1	O=C(NCCC1=CCCCC1)NC1CCCCC1
CBK249063	DT9083864	chem_reg	3985655	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		O=C(NCC1CCCO1)N1CCN(c2ccccc2)CC1	O=C(NCc1ccco1)N1CCN(c2ccccc2)CC1
CBK249449	EE5517669	chem_reg	4026455	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		CC(C)CCn1cc2c(c1O)C(c1ccc(F)cc1)NC(=O)N2	CC(C)CCN1CC2=NC(=O)NC(c3ccc(F)cc3)C2C1=O
CBK252310	EE5506356	chem_reg	4005144	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		O=C(CCSc1ccccc1Br)NCc1ccco1	O=C(CCSc1ccccc1Br)NCC1CCCO1
CBK254790	EE5501623	chem_reg	4007409	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		O=C1CC(C(=O)Nc2ccccc2)c2ccc(F)cc2N1	O=C1CC(C(=O)NC2CCCCC2)c2ccc(F)cc2N1
CBK255154	EE5505871	chem_reg	4006658	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		CN(C(=O)Cn1cnc2c(cnn2C)c1=O)c1ccccc1	CN(C(=O)Cn1cnc2c(cnn2C)c1=O)C1CCCCC1
CBK256321	EE5527472	chem_reg	4015260	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		CC(=O)c1cccc(NC(=O)C2Cc3ccccc3O2)c1	CC(=O)c1cccc(NC(=O)c2cc3ccccc3o2)c1
CBK256611	EE5521224	chem_reg	4025011	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		COc1cc(C(=O)N2CCOC3CCCCC32)ccc1OCC(N)=O	COc1cc(C(=O)N2CCOc3ccccc32)ccc1OCC(N)=O
CBK259867	DT9076409	chem_reg	3962213	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		CC(NC(=O)c1ccccc1)c1ccc(-n2cncn2)cc1	CC(NC(=O)C1CCCCC1)c1ccc(-n2cncn2)cc1
CBK260393	DT9099992	chem_reg	3993784	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		O=C(Nc1ccccc1)C1CCCN(C(=O)c2ccco2)C1	O=C(NC1CCCCC1)C1CCCN(C(=O)c2ccco2)C1
CBK261035	DT9080482	chem_reg	3986272	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		O=C(N=C(C(O)c1ccccc1)N1CCCCC1)c1ccccc1	O=C(NC(C(=O)c1ccccc1)N1CCCCC1)c1ccccc1
CBK261662	DT9028099	chem_reg	3937196	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		O=C(NC1CCCCC1)c1cc(S(=O)(=O)N2CCOCC2)ccc1Cl	O=C(Nc1ccccc1)c1cc(S(=O)(=O)N2CCOCC2)ccc1Cl
CBK266572	EE5511769	chem_reg	4022559	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		Nc1n[nH]c(SCC(=O)NCc2ccco2)n1	Nc1n[nH]c(SCC(=O)NCC2CCCO2)n1
CBK269777	DT9037043	chem_reg	3938139	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		O=C(NC1CCCC1)c1ccc2c(c1)C(=O)N(CC1CCCO1)C2=O	O=C(NC1CCCC1)c1ccc2c(c1)C(=O)N(Cc1ccco1)C2=O
CBK272079	DT9063361	chem_reg	3960042	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		CN(C1CCCCC1)S(=O)(=O)c1ccc(F)cc1	CN(c1ccccc1)S(=O)(=O)c1ccc(F)cc1
CBK272237	DT9063672	chem_reg	3960353	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		O=C(c1ccccc1)N1CCN(c2ccc(F)cc2)CC1	O=C(C1CCCCC1)N1CCN(c2ccc(F)cc2)CC1
CBK273521	DT9040985	chem_reg	3937083	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		Oc1cc(NC2CCCCC2)c(O)n1-c1ccc(Cl)cc1	Oc1cc(Nc2ccccc2)c(O)n1-c1ccc(Cl)cc1
CBK276661	EE5504108	chem_reg	4001899	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		COc1ccc(S(=O)(=O)NCc2ccccn2)cc1Cl	COc1ccc(S(=O)(=O)NCC2CCCCN2)cc1Cl
CBK276800	DT9046317	chem_reg	3948000	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		CC(=O)N1CCN(Cc2nc3cc(NC(=O)Nc4ccccc4)ccc3n2C)CC1	CC(=O)N1CCN(Cc2nc3cc(NC(=O)NC4CCCCC4)ccc3n2C)CC1
CBK278468	DT9019206	chem_reg	3919587	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		NC(=O)c1ccncc1	NC(=O)C1CCNCC1
CBK278468	EH8331174	chem_reg	4052448	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		NC(=O)c1ccncc1	NC(=O)C1CCNCC1
CBK278635	EH8331011	chem_reg	4052285	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		O=C(Nc1ccccc1)c1cccc(O)c1	O=C(NC1CCCCC1)c1cccc(O)c1
CBK278672	DT9019207	chem_reg	3919588	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		NC(=O)Nc1ccccc1	NC(=O)NC1CCCCC1
CBK278732	DT9019535	chem_reg	3919916	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		NCC(O)c1ccccc1	NCC(O)C1CCCCC1
CBK280567	DT9071833	chem_reg	3970629	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		CC(=O)N1CCc2cc(C(=O)NCc3ccco3)ccc21	CC(=O)N1CCc2cc(C(=O)NCC3CCCO3)ccc21
CBK287335	DT9049562	chem_reg	3941252	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		Cc1ccc2nc(NC(=O)COc3ccccc3)sc2c1	CC1CCc2nc(NC(=O)COc3ccccc3)sc2C1
CBK288264	DO8176614	chem_reg	3915654	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		C=c1[nH]c(=Cc2c(O)[nH]c3ccccc23)c(C)c1CCC(=O)O	C=c1c(CCC(=O)O)c(C)[nH]c1=Cc1c(O)[nH]c2ccccc12
CBK289760	DO8178960	chem_reg	3915000	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		CC1(C)C=Cc2c(O)c(O)c3ccccc3c2O1	CC1(C)CCC2=C(O1)c1ccccc1C(=O)C2=O
CBK290010	DO8176543	chem_reg	3915583	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		O=C1N=C(c2cccc([N+](=O)[O-])c2)CCN1c1ccccc1O	O=C1NC(c2cccc([N+](=O)[O-])c2)=CCN1c1ccccc1O
CBK290010	DT9011009	chem_reg	3919147	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		O=C1N=C(c2cccc([N+](=O)[O-])c2)CCN1c1ccccc1O	O=C1NC(c2cccc([N+](=O)[O-])c2)=CCN1c1ccccc1O
CBK290253	EH8314013	chem_reg	4041743	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		C=c1[nH]c(=Cc2c(O)[nH]c3ccc(S(=O)(=O)Cc4c(Cl)cccc4Cl)cc23)c(C)c1C(=O)N1CCC[C@@H]1CN1CCCC1	C=c1c(C(=O)N2CCC[C@@H]2CN2CCCC2)c(C)[nH]c1=Cc1c(O)[nH]c2ccc(S(=O)(=O)Cc3c(Cl)cccc3Cl)cc12
CBK290346	EE5582434	chem_reg	4041323	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		CC(=O)N=C1NN(C(C)=O)C(C)(c2ccccc2)S1	CC(=O)N=C1NN(C(C)=O)C(C)(C2CCCCC2)S1
CBK290442G	EH8310419	chem_reg	4040380	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		CC1=NC(C)=C(C(=O)OCCN(Cc2ccccc2)c2ccccc2)C(c2cccc([N+](=O)[O-])c2)C1P1(=O)OCC(C)(C)CO1	CC1=NC(C)=C(P2(=O)OCC(C)(C)CO2)C(c2cccc([N+](=O)[O-])c2)C1C(=O)OCCN(Cc1ccccc1)c1ccccc1
CBK291017	DO8178654	chem_reg	3914694	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		C=c1[nH]n(-c2ccccc2)c(=O)/c1=C/c1cc(Cl)c(OCC(=O)OC)c(OCC)c1	CCOc1cc(/C=C2/C(=O)N(c3ccccc3)N=C2C)cc(Cl)c1OCC(=O)OC
CBK291553	DT9019868	chem_reg	3920249	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		O=C(Nc1ccccc1)c1ccccc1O	O=C(NC1CCCCC1)c1ccccc1O
CBK291635	EH8331059	chem_reg	4052333	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		O=C(Nc1ccccc1)c1cccnc1	O=C(NC1CCCCC1)c1cccnc1
CBK291685	DT9019196	chem_reg	3919577	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		O=C(O)CCC1CCCCC1	O=C(O)CCc1ccccc1
CBK291685	EH8317874	chem_reg	4044792	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		O=C(O)CCC1CCCCC1	O=C(O)CCc1ccccc1
CBK291792	EH8331113	chem_reg	4052387	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		CNC(=O)C1CCNCC1	CNC(=O)c1ccncc1
CBK291985	EE5595692	chem_reg	4050744	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		CN1C(=O)C2(Nc3ccccc3C(=O)N2Cc2ccccc2)c2cc(Br)ccc21	CN1C(=O)C2(Nc3ccccc3C(=O)N2CC2CCCCC2)c2cc(Br)ccc21
CBK293619	DO8197265	chem_reg	4032246	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		Oc1ccc(C(O)O)[nH]1	O=C1CCC(C(=O)O)N1
CBK293619	EE5551793	chem_reg	4035102	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		Oc1ccc(C(O)O)[nH]1	O=C1CCC(C(=O)O)N1
CBK294347	DT9060900	chem_reg	3951590	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		COc1ccc(Cn2ccc3nc(C)c(C(=O)NCc4ccco4)cc3c2=O)cc1	COc1ccc(Cn2ccc3nc(C)c(C(=O)NCC4CCCO4)cc3c2=O)cc1
CBK303972	EH8310365	chem_reg	4040326	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		C=c1[nH]c(=Cc2c(O)[nH]c3ccc(-c4csc(-c5ccccc5)n4)cc23)c(C)c1C(=O)NCCN(CC)CC	C=c1c(C(=O)NCCN(CC)CC)c(C)[nH]c1=Cc1c(O)[nH]c2ccc(-c3csc(-c4ccccc4)n3)cc12
CBK304471	EE5500484	chem_reg	4010267	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		CN(CC(=O)NCc1ccco1)C1CCCCC1	CN(CC(=O)NCC1CCCO1)c1ccccc1
CBK304967	DT9090929	chem_reg	3999715	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		COc1ccc(C)cc1C1(CNC(O)c2ccc(O)[nH]2)CCOCC1	COc1ccc(C)cc1C1(CNC(=O)C2CCC(=O)N2)CCOCC1
CBK308566	DO8188034	chem_reg	3919316	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		CC(C)CC(NC(=O)C(COC(C)(C)C)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1c[nH]cn1)NC(O)c1ccc(O)[nH]1)C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NNC(N)=O	CC(C)CC(NC(=O)C(COC(C)(C)C)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1c[nH]cn1)NC(=O)C1CCC(=O)N1)C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NNC(N)=O
CBK309196	DO8178873	chem_reg	3914913	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		Cn1c(=O)cc(C(O)NC(Cc2c[nH]cn2)C(=O)N2CCCC2C(N)=O)[nH]c1=O	CN1C(=O)CC(C(=O)NC(Cc2c[nH]cn2)C(=O)N2CCCC2C(N)=O)NC1=O
CBK317690	DT9019962	chem_reg	3920343	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		Cc1cc(N)cc(C)n1	CC1CC(N)CC(C)N1
CBK327230	DT9023225	chem_reg	3922112	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		O=C(C1CCCCC1)N1CCc2ccccc21	O=C(c1ccccc1)N1CCc2ccccc21
CBK331197	DT9023165	chem_reg	3922052	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		Clc1ccc(NCC2CCCCC2)nn1	Clc1ccc(NCc2ccccc2)nn1
CBK331232	EE5514868	chem_reg	4028652	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		COc1ccc(S(=O)(=O)NCc2cccnc2)cc1Br	COc1ccc(S(=O)(=O)NCC2CCCNC2)cc1Br
CBK336929	DT9028556	chem_reg	3937653	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		COc1ccc(S(=O)(=O)N(CC(=O)NCc2cccnc2)C2CCCCC2)cc1OC	COc1ccc(S(=O)(=O)N(CC(=O)NCc2cccnc2)c2ccccc2)cc1OC
CBK337853	EE5503049	chem_reg	4007834	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		COCCNS(=O)(=O)c1ccccc1	COCCNS(=O)(=O)C1CCCCC1
CBK337896	DT9019709	chem_reg	3920090	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		NCCCN1CCc2ccccc21	NCCCn1ccc2ccccc21
CBK340774	DT9076790	chem_reg	3962594	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		Cc1csc(NC(=O)c2cccnc2)n1	Cc1csc(NC(=O)C2CCCNC2)n1
CBK341333	EE5552356	chem_reg	4037662	MISMATCH	CONNECTIVITY_DIFF	CONNECTIVITY_DIFF		O=C(NC1CCCCC1)c1ccccc1I	O=C(Nc1ccccc1)c1ccccc1I
